Site Name,Sub-site,Habitat Type ,Habitat Type Area (acres),Year post-completion,Year,Date Details,Metrics,Values,Units,Metric Groups,Metric Type,Collection Method,Data Collection Frequency,Restoration Goal Met? (Y/N),Metric Significance,Analyzed by who?,Notes
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,3,2020,Summer 2020,"Mean Vigor-Mesa Coast Live Oaks, Year 3",1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-Arroyo Willow, All Trees",186,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-Coast Live Oak, All Trees",74,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-Fremont Cottonwood, All Trees",144,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-Narrowleaf Willow, All Trees",128,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-White Alder, All Trees",258,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Height-California Sycamore, All Trees",155,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-Arroyo Willow, All Trees",2.1,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-Coast Live Oak, All Trees",0.8,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-Fremont Cottonwood, All Trees",1.6,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-Narrowleaf Willow, All Trees",1,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-White Alder, All Trees",4.3,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean DBH-California Sycamore, All Trees",2.2,Inches (in.),Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-Arroyo Willow, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-Coast Live Oak, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-Fremont Cottonwood, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-Narrowleaf Willow, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-White Alder, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
Devereux Slough,"Mesa, Whittier Channel",Riparian Woodland-Restored ,1.7,4,2021,Summer 2021,"Mean Vigor-California Sycamore, All Trees",1.1,Vigor Rating,Vegetative Growth and Health,Biological,Individual Trees,Annually,NA,NA,AS,
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.391,NA,2015,August 25,Average Canopy Height,30.47,cm,Vegetative Growth and Health,Biological,Randomized Transects,Annually,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2015,August 25,Average Canopy Height,25.4,cm,Vegetative Growth and Health,Biological,Randomized Transects,Annually,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,4,2020,NA,Mean Canopy Height,NA,cm,Vegetative Growth and Health,Biological,Randomized Transects,Annually,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Reference Site A,Estuarine Salt Marsh,NA,NA,2020,NA,Mean Canopy Height,NA,cm,Vegetative Growth and Health,Biological,Randomized Transects,Annually,NA,NA,VW,
San Elijo Lagoon,West Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Density of Stems per 0.1 m^2 ,42.39,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Density of Stems per 0.1 m^2 ,24.74,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,All Basins,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Density of Stems per 0.1 m^2 ,33.57,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,West Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 60-90 cm Tall per m^2,5.22,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 60-90 cm Tall per m^2,7.9,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,All Basins,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 60-90 cm Tall per m^2,6.56,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,West Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 60-90 cm Tall per m^2,13.36,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 60-90 cm Tall per m^2,33.74,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,All Basins,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 60-90 cm Tall per m^2,23.55,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,West Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 90 cm Tall per m^2,0.11,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 90 cm Tall per m^2,6.26,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,All Basins,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Number of Stems > 90 cm Tall per m^2,3.19,m^2,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,West Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 90 cm Tall per m^2,0.18,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 90 cm Tall per m^2,25.29,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
San Elijo Lagoon,All Basins,NA,NA,Pre-Construction Baseline ,2017,2017,Spartina Percent of Stems > 90 cm Tall per m^2,12.74,%,Vegetative Growth and Health,Biological,Point-intercept transects,Annually,NA,Relative,PS,
Bolsa Chica Lowlands,RI 1,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,26,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,44,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,RI 3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,NA,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB N,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,28,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB EI,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,0,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E2,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,0,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,FTB E3,"OW,IM,DTV,UNS,ISS ",391.2,2,2008,2008,Mean Canopy Height,0,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,36,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,25,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,WMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,52,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,45,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,50,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,CMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,33,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 1,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,26,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 2,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,46,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,EMTB 3,"SCSM,DSCSM,SP,DSP,OW,UNS",189.3,2,2008,2008,Mean Canopy Height,22,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 1,"OW,IM,SCSM,DTV",34.7,2,2008,January 2008,Mean Canopy Height,41,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 2,"OW,IM,SCSM,DTV",34.7,2,2008,April 2008,Mean Canopy Height,30,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Bolsa Chica Lowlands,MPM 3,"OW,IM,SCSM,DTV",34.7,2,2008,July 2008,Mean Canopy Height,25,cm,Vegetative Growth and Health,Biological,vegetation transects,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (A. subterminale),11.67,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (A. subterminale),11.5,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (A. subterminale),11.65,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (A. watsonii),9.96,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (A. watsonii),15.59,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (A. watsonii),12.54,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (B. maritima),5.036,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (B. maritima),4.7,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (B. maritima),4.868,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (D. littoralis),9.54,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (D. littoralis),8.2,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (D. littoralis),9.024,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (D. spicata),9.5,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (D. spicata),9.35,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (D. spicata),9.48,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (F. salina),10.9,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (F. salina),14.223,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (F. salina),12.434,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (J. carnosa),5.931,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (J. carnosa),8.259,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (J. carnosa),6.871,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (L. californicum),5.583,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (L. californicum),5.33,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (L. californicum),5.533,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (S. pacifica),16.29,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (S. pacifica),16.03,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (S. pacifica),16.12,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (S. marina),2.105,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (S. marina),1.767,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (S. marina),2.024,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (S. calceoliformis),4.231,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (S. calceoliformis),13.88,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (S. calceoliformis),9.83,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (S. esteroa),15.1,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (S. esteroa),0,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Overall Species Mean Max Height (S. esteroa),15.1,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,1,2013,October 2012-November 2013,Year 1 Species Mean Max Height (S. taxifolia),27.54,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
Colorado Lagoon,NA,Coastal Salt Marsh,NA,2,2014,December 2013-September 2014,Year 2 Species Mean Max Height (S. taxifolia),31.6,cm,Vegetative Growth and Health,Biological,Transects and quadrats,Annually,NA,NA,PS,
